date,time,ax,ay,az,temp,hum,gas,heart,ir,flame,status
2025-10-29,20:47:07,-2052,13444,-10048,34.40,60.80,1345,98.00,1,1,SAFE
2025-10-29,20:47:08,-2088,13492,-9896,34.40,60.80,1341,98.00,1,1,SAFE
2025-10-29,20:47:09,-1928,13456,-9924,34.40,61.00,1331,98.00,1,1,SAFE
2025-10-29,20:47:10,-2104,13388,-9960,34.40,61.00,1329,98.00,1,1,SAFE
2025-10-29,20:47:11,-2004,13440,-10040,34.20,61.20,1329,98.00,1,1,SAFE
2025-10-29,20:47:12,-2072,13440,-10092,34.20,61.20,1323,98.00,1,1,SAFE
2025-10-29,20:47:13,-1980,13376,-9964,34.20,61.40,1325,98.00,1,1,SAFE
2025-10-29,20:47:14,-2000,13472,-10016,34.20,61.40,1330,98.00,1,1,SAFE
2025-10-29,20:47:15,-1920,13488,-10092,34.10,62.00,1328,98.00,0,1,UNSAFE
2025-10-29,20:47:16,-1972,13456,-10024,34.10,62.00,1312,98.00,1,1,SAFE
2025-10-29,20:47:17,-1976,13416,-10080,34.00,62.40,1310,98.00,1,1,SAFE
2025-10-29,20:47:18,-2008,13380,-10144,34.00,62.40,1327,98.00,1,1,SAFE
2025-10-29,20:47:19,-2016,13408,-9944,33.90,62.60,1327,98.00,1,1,SAFE
2025-10-29,20:47:20,-1980,13480,-9936,33.90,62.60,1316,98.00,1,1,SAFE
2025-10-29,20:47:21,-2024,13372,-10132,33.80,62.80,1331,98.00,1,1,SAFE
2025-10-29,20:47:23,-1988,13412,-10124,33.70,62.90,1318,98.00,1,1,SAFE
2025-10-29,20:47:24,-1980,13412,-10016,33.70,62.90,1321,98.00,1,1,SAFE
2025-10-29,20:47:25,-1944,13332,-9996,33.70,63.00,1319,98.00,1,1,SAFE
2025-10-29,20:47:26,-1984,13316,-10072,33.70,63.00,1318,98.00,1,1,SAFE
2025-10-29,20:47:27,-2004,13448,-10084,33.60,63.10,1313,98.00,1,1,SAFE
2025-10-29,20:47:28,-1952,13308,-10132,33.60,63.10,1314,98.00,1,1,SAFE
2025-10-29,20:47:30,-1884,13380,-10044,33.60,63.20,1310,98.00,1,1,SAFE
2025-10-29,20:47:31,-2016,13324,-10116,33.50,63.40,1306,98.00,1,1,SAFE
2025-10-29,20:47:32,-2048,13304,-10128,33.50,63.40,1315,98.00,1,1,SAFE
2025-10-29,20:47:33,-2020,13348,-10032,33.40,63.50,1308,98.00,1,1,SAFE
2025-10-29,20:47:34,-1940,13260,-10156,33.40,63.50,1307,98.00,1,1,SAFE
2025-10-29,20:47:35,-1932,13248,-10148,33.30,63.60,1328,98.00,1,1,SAFE
2025-10-29,20:47:36,-1972,13368,-10248,33.30,63.60,1334,98.00,1,1,SAFE
2025-10-29,20:47:37,-1860,13380,-10260,33.20,63.70,1301,98.00,1,1,SAFE
2025-10-29,20:47:38,-1972,13340,-10060,33.20,63.70,1319,98.00,1,1,SAFE
2025-10-29,20:47:39,-1900,13288,-10172,33.20,63.90,1306,98.00,1,1,SAFE
2025-10-29,20:47:40,-2044,13392,-10144,33.20,63.90,1314,98.00,1,1,SAFE
2025-10-29,20:47:41,-1924,13376,-10180,33.20,64.10,1317,98.00,1,1,SAFE
2025-10-29,20:47:53,-1920,13264,-10248,33.20,64.10,1312,98.00,1,1,SAFE
2025-10-29,20:47:53,-1944,13424,-10380,33.10,64.20,1314,98.00,1,1,SAFE
2025-10-29,20:47:53,-1912,13384,-10132,33.10,64.20,1319,98.00,1,1,SAFE
2025-10-29,20:47:53,-1932,13352,-10152,33.00,64.30,1313,98.00,1,1,SAFE
2025-10-29,20:47:53,-1992,13408,-10408,33.00,64.30,1309,98.00,0,1,UNSAFE
2025-10-29,20:47:53,-1916,13412,-10172,33.00,64.50,1310,98.00,1,1,SAFE
2025-10-29,20:47:53,-1980,13400,-10276,33.00,64.50,1313,98.00,1,1,SAFE
2025-10-29,20:47:53,-1916,13272,-10224,32.90,64.60,1308,98.00,0,1,UNSAFE
2025-10-29,20:47:53,-1952,13408,-10304,32.90,64.60,1315,98.00,1,1,SAFE
2025-10-29,20:47:53,-1916,13332,-10188,32.90,64.80,1308,97.00,1,1,SAFE
2025-10-29,20:47:53,-1872,13404,-10280,32.90,64.80,1304,98.00,1,1,SAFE
2025-10-29,20:47:53,-1900,13340,-10224,32.80,64.90,1309,98.00,1,1,SAFE
2025-10-29,20:47:54,-1892,13344,-10308,32.80,64.90,1310,98.00,1,1,SAFE
2025-10-29,20:47:55,-1892,13284,-10116,32.70,65.00,1309,98.00,1,1,SAFE
2025-10-29,20:47:56,-1880,13392,-10308,32.70,65.00,1309,99.00,1,1,SAFE
2025-10-29,20:47:57,-2004,13292,-10260,32.60,65.20,1303,98.00,0,1,UNSAFE
2025-10-29,20:47:58,-1880,13332,-10140,32.60,65.20,1299,98.00,0,1,UNSAFE
2025-10-29,20:47:59,-1968,13300,-10272,32.70,65.30,1306,98.00,1,1,SAFE
2025-10-29,20:48:00,-1820,13228,-10252,32.70,65.30,1331,98.00,0,1,UNSAFE
2025-10-29,20:48:01,-1928,13236,-10408,32.60,65.50,1296,98.00,1,1,SAFE
2025-10-29,20:48:02,-1804,13280,-10264,32.60,65.50,1318,98.00,1,1,SAFE
2025-10-29,20:48:03,1872,24564,6432,32.60,65.60,1280,95.00,1,1,UNSAFE
2025-10-29,20:48:04,4840,9368,-11108,32.60,65.60,1249,96.00,1,1,SAFE
2025-10-29,20:48:05,3044,16952,-6568,32.50,65.80,1251,94.00,1,1,SAFE
2025-10-29,20:48:06,3520,16604,-6064,32.50,65.80,1257,97.00,1,1,SAFE
2025-10-29,20:48:07,9308,10488,-15192,32.50,65.90,1281,97.00,1,1,SAFE
2025-10-29,20:48:08,5632,17852,-2360,32.50,65.90,1281,101.00,1,1,UNSAFE
2025-10-29,20:48:09,7800,19060,-1812,32.40,66.00,1286,98.00,1,1,UNSAFE
2025-10-29,20:48:10,-2580,14284,-8900,32.40,66.00,1296,98.00,1,1,SAFE
2025-10-29,20:48:11,-4060,13788,-8472,32.40,66.10,1297,97.00,1,1,SAFE
2025-10-29,20:48:12,2156,14892,-10456,32.40,66.10,1332,98.00,1,1,SAFE
2025-10-29,20:48:13,-1528,12660,-11192,32.30,66.20,1360,101.00,1,1,SAFE
2025-10-29,20:48:14,-1632,12724,-11168,32.30,66.20,1359,101.00,1,1,SAFE
2025-10-29,20:48:15,-1572,12664,-11164,32.30,66.40,1344,98.00,1,1,SAFE
2025-10-29,20:48:16,-1512,12776,-11140,32.30,66.40,1319,98.00,1,1,SAFE
2025-10-29,20:48:17,-1576,12780,-11260,32.20,66.40,1326,98.00,1,1,SAFE
2025-10-29,20:48:18,-1536,12732,-11096,32.20,66.40,1322,98.00,0,0,UNSAFE
2025-10-29,20:48:19,-1444,12684,-11040,32.20,66.60,1315,98.00,0,0,UNSAFE
2025-10-29,20:48:20,-1496,12812,-11180,32.20,66.60,1312,99.00,0,0,UNSAFE
2025-10-29,20:48:21,-1472,12684,-11148,32.10,67.00,1303,98.00,1,0,UNSAFE
2025-10-29,20:48:22,-1548,12696,-11248,32.10,67.00,1340,99.00,0,0,UNSAFE
2025-10-29,20:48:23,-1480,12688,-11164,32.10,67.30,1306,124.00,1,0,UNSAFE
2025-10-29,20:48:24,-1440,12736,-11188,32.10,67.30,1301,76.00,1,1,SAFE
2025-10-29,20:48:25,-1588,12744,-11208,32.10,67.40,1302,97.00,0,0,UNSAFE
2025-10-29,20:48:26,-1536,12680,-11248,32.10,67.40,1297,93.00,1,1,SAFE
2025-10-29,20:48:27,-1568,12836,-11156,32.00,67.50,1296,98.00,1,1,SAFE
2025-10-29,20:48:28,-1548,12696,-11104,32.00,67.50,1297,98.00,1,1,SAFE
2025-10-29,20:48:29,-1504,12700,-11260,32.00,67.50,1313,98.00,1,1,SAFE
2025-10-29,20:48:30,-1572,12716,-11172,32.00,67.50,1378,98.00,1,1,SAFE
2025-10-29,20:48:31,-1460,12692,-11172,32.00,67.50,1360,98.00,1,1,SAFE
2025-10-29,20:48:32,-1560,12708,-11200,32.00,67.50,1368,98.00,1,1,SAFE
2025-10-29,20:48:33,-1552,12732,-11240,32.00,67.50,1361,98.00,1,0,UNSAFE
2025-10-29,20:48:34,-1564,12720,-11120,32.00,67.50,1366,98.00,0,1,UNSAFE
2025-10-29,20:48:35,-1584,12740,-11228,32.00,67.60,1357,99.00,0,1,UNSAFE
2025-10-29,20:48:36,-1600,12636,-11124,32.00,67.60,1359,99.00,1,1,SAFE
2025-10-29,20:48:37,-1508,12676,-11088,31.90,67.60,1346,99.00,1,1,SAFE
2025-10-29,20:48:38,-1508,12684,-11112,31.90,67.60,1342,98.00,1,1,SAFE
2025-10-29,20:48:39,-1468,12796,-11088,31.90,67.60,1345,98.00,1,1,SAFE
2025-10-29,20:48:40,-1476,12724,-11280,31.90,67.60,1342,103.00,1,1,SAFE
2025-10-29,20:48:42,-1560,12644,-11180,31.90,67.60,1328,98.00,1,1,SAFE
2025-10-29,20:48:43,-1504,12632,-11244,31.90,67.70,1328,98.00,1,1,SAFE
2025-10-29,20:48:44,-1564,12740,-11132,31.90,67.70,1337,98.00,1,1,SAFE
2025-10-29,20:48:45,-1528,12736,-11132,31.80,67.70,1328,98.00,1,1,SAFE
2025-10-29,20:48:46,-1536,12736,-11188,31.80,67.70,1330,99.00,1,1,SAFE
2025-10-29,20:48:47,-1576,12712,-11120,31.80,67.80,1328,98.00,1,1,SAFE
2025-10-29,20:48:48,-1456,12748,-11200,31.80,67.80,1325,98.00,1,1,SAFE
2025-10-29,20:48:49,-1456,12696,-11208,31.70,67.90,1329,98.00,1,1,SAFE
2025-10-29,20:48:50,-1496,12736,-11208,31.70,67.90,1319,98.00,1,1,SAFE
2025-10-29,20:48:51,-1552,12704,-11156,31.70,68.10,1328,99.00,1,1,SAFE
2025-10-29,20:48:52,-1528,12728,-11152,31.70,68.10,1328,98.00,1,1,SAFE
2025-10-29,20:48:53,-1608,12740,-11136,31.70,68.40,1326,98.00,1,1,SAFE
2025-10-29,20:48:54,-1444,12652,-11140,31.70,68.40,1328,98.00,1,1,SAFE
2025-10-29,20:48:55,-1596,12732,-11252,31.70,68.50,1328,97.00,1,1,SAFE
2025-10-29,20:48:56,-1404,12612,-11108,31.70,68.50,1325,99.00,1,1,SAFE
2025-10-29,20:48:57,-1460,12672,-11244,31.60,68.50,1325,99.00,1,1,SAFE
2025-10-29,20:48:58,-1488,12712,-11232,31.60,68.50,1322,98.00,1,1,SAFE
2025-10-29,20:48:59,-1472,12828,-11176,31.60,68.60,1323,99.00,1,1,SAFE
2025-10-29,20:49:01,-1436,12720,-11096,31.60,68.60,1323,98.00,1,1,SAFE
2025-10-29,20:49:02,-1460,12708,-11176,31.60,68.60,1317,99.00,1,1,SAFE
2025-10-29,20:49:03,-1468,12836,-11172,31.60,68.60,1322,98.00,1,1,SAFE
2025-10-29,20:49:04,-1524,12664,-11124,31.60,68.60,1319,98.00,1,1,SAFE
2025-10-29,20:49:05,-1436,12808,-11164,31.60,68.60,1317,99.00,1,1,SAFE
2025-10-29,20:49:06,-1520,12752,-11196,31.50,68.70,1315,98.00,1,1,SAFE
2025-10-29,20:49:07,-1532,12648,-11124,31.50,68.70,1318,99.00,1,1,SAFE
2025-10-29,20:49:08,-1544,12608,-11248,31.50,68.70,1315,98.00,1,1,SAFE
2025-10-29,20:49:09,-1652,12708,-11264,31.50,68.70,1322,99.00,1,1,SAFE
2025-10-29,20:49:10,-1508,12732,-11208,31.50,68.80,1313,98.00,1,1,SAFE
2025-10-29,20:49:12,-1520,12744,-11148,31.50,68.80,1317,98.00,1,1,SAFE
2025-10-29,20:49:13,-1540,12772,-11228,31.50,68.80,1308,99.00,1,1,SAFE
2025-10-29,20:49:14,-1512,12640,-11304,31.40,68.90,1311,98.00,1,1,SAFE
2025-10-29,20:49:15,-1508,12800,-11080,31.40,68.90,1315,99.00,1,1,SAFE
2025-10-29,20:49:16,-1568,12672,-11196,31.40,69.00,1307,96.00,1,1,SAFE
2025-10-29,20:49:17,-1496,12704,-11144,31.40,69.00,1315,99.00,0,1,UNSAFE
2025-10-29,20:49:18,-1568,12704,-11176,31.40,69.10,1311,98.00,1,1,SAFE
2025-10-29,20:49:19,-1424,12608,-11252,31.40,69.10,1314,98.00,0,1,UNSAFE
2025-10-29,20:49:20,-1480,12720,-11144,31.40,69.20,1303,100.00,1,1,SAFE
2025-10-29,20:49:21,-1640,12568,-11116,31.40,69.20,1314,51.00,1,1,UNSAFE
2025-10-29,20:49:22,-1648,12832,-11040,31.30,69.20,1315,51.00,1,1,UNSAFE
2025-10-29,20:49:23,-1672,12768,-11036,31.30,69.20,1308,102.00,1,1,SAFE
2025-10-29,20:49:24,-1904,11132,-12528,31.30,69.30,1312,132.00,1,1,UNSAFE
2025-10-29,20:49:25,-1560,12684,-11268,31.30,69.30,1296,132.00,1,1,UNSAFE
2025-10-29,20:49:26,-1588,12740,-11200,31.30,69.30,1278,132.00,0,1,UNSAFE
2025-10-29,20:49:27,-1500,12732,-11280,31.30,69.30,1295,101.00,0,1,UNSAFE
2025-10-29,20:49:28,-1636,12720,-11152,31.20,69.40,1296,99.00,0,1,UNSAFE
2025-10-29,20:49:29,-1544,12700,-11240,31.20,69.40,1296,99.00,0,1,UNSAFE
2025-10-29,20:49:30,-1556,12700,-11304,31.20,69.50,1297,97.00,0,1,UNSAFE
2025-10-29,20:49:31,-1508,12696,-11284,31.20,69.50,1292,98.00,0,1,UNSAFE
2025-10-29,20:49:32,-1604,12748,-11180,31.20,69.50,1296,98.00,0,1,UNSAFE
2025-10-29,20:49:33,-1620,12720,-11128,31.20,69.50,1305,98.00,0,1,UNSAFE
2025-10-29,20:49:34,-1556,12728,-11136,31.20,69.60,1296,98.00,0,1,UNSAFE
2025-10-29,20:49:35,-1528,12784,-11112,31.20,69.60,1296,99.00,0,1,UNSAFE
2025-10-29,20:49:36,-1600,12700,-11108,31.20,69.80,1295,98.00,0,1,UNSAFE
2025-10-29,20:49:37,-1504,12632,-11184,31.20,69.80,1296,99.00,0,1,UNSAFE
2025-10-29,20:49:38,-1560,12740,-11316,31.20,69.80,1296,98.00,0,1,UNSAFE
2025-10-29,20:49:39,-1496,12688,-11112,31.20,69.80,1297,99.00,0,1,UNSAFE
2025-10-29,20:49:40,-1536,12624,-11024,31.10,69.90,1292,98.00,0,1,UNSAFE
2025-10-29,20:49:41,-1576,12748,-11228,31.10,69.90,1296,99.00,0,1,UNSAFE
2025-10-29,20:49:42,-1456,12612,-11216,31.10,69.90,1296,97.00,0,1,UNSAFE
2025-10-29,20:49:43,-1480,12820,-11184,31.10,69.90,1299,98.00,0,1,UNSAFE
2025-10-29,20:49:44,-1460,12676,-11264,31.10,70.00,1295,98.00,1,1,SAFE
2025-10-29,20:49:45,-1488,12708,-11224,31.10,70.00,1297,98.00,1,1,SAFE
2025-10-29,20:49:46,-1600,12660,-11244,31.10,70.10,1250,97.00,1,1,SAFE
2025-10-29,20:49:47,-1616,12700,-11284,31.10,70.10,1296,98.00,1,1,SAFE
2025-10-29,20:49:48,-1564,12736,-11336,31.10,70.10,1266,98.00,1,1,SAFE
2025-10-29,20:49:49,-1540,12808,-11240,31.10,70.10,1291,98.00,1,1,SAFE
2025-10-29,20:49:50,-1560,12636,-11104,31.00,70.20,1360,98.00,1,1,SAFE
2025-10-29,20:49:51,-1472,12656,-11188,31.00,70.20,1286,98.00,1,1,SAFE
2025-10-29,20:49:52,-1588,12728,-11112,31.00,70.20,1285,98.00,1,1,SAFE
2025-10-29,20:49:53,-1616,12724,-11240,31.00,70.20,1291,98.00,1,1,SAFE
2025-10-29,20:49:54,-1540,12764,-11196,31.00,70.30,1291,98.00,1,1,SAFE
2025-10-29,20:49:55,-1564,12644,-11236,31.00,70.30,1297,98.00,1,1,SAFE
2025-10-29,20:49:56,-1568,12780,-11296,30.90,70.30,1286,98.00,1,1,SAFE
2025-10-29,20:49:57,-1588,12812,-11036,30.90,70.30,1292,98.00,1,1,SAFE
2025-10-29,20:49:58,-1532,12684,-11264,31.00,70.40,1296,98.00,1,1,SAFE
2025-10-29,20:49:59,-1508,12632,-11080,31.00,70.40,1292,98.00,1,1,SAFE
2025-10-29,20:50:00,-1544,12648,-11244,30.90,70.50,1296,98.00,1,1,SAFE
2025-10-29,20:50:01,-1556,12700,-11168,30.90,70.50,1311,99.00,1,1,SAFE
2025-10-29,20:50:02,-1556,12664,-11304,30.90,70.60,1295,98.00,1,1,SAFE
2025-10-29,20:50:03,-1524,12848,-11336,30.90,70.60,1294,99.00,1,1,SAFE
2025-10-29,20:50:04,-1568,12680,-11208,30.90,70.70,1295,98.00,1,1,SAFE
2025-10-29,20:50:05,-1560,12808,-11288,30.90,70.70,1293,99.00,1,1,SAFE
2025-10-29,20:50:06,-1504,12704,-11268,30.90,70.70,1300,98.00,1,1,SAFE
2025-10-29,20:50:07,-1560,12680,-11260,30.90,70.70,1285,98.00,1,1,SAFE
2025-10-29,20:50:08,-1540,12612,-11216,30.80,70.80,1283,98.00,1,1,SAFE
2025-10-29,20:50:09,-1436,12776,-11196,30.80,70.80,1314,98.00,1,1,SAFE
2025-10-29,20:50:10,-1588,12716,-11236,30.80,70.80,1293,98.00,1,1,SAFE
2025-10-29,20:50:11,-1540,12692,-11248,30.80,70.80,1291,98.00,1,1,SAFE
2025-10-29,20:50:12,-1524,12672,-11220,30.80,70.80,1293,97.00,1,1,SAFE
2025-10-29,20:50:13,-1472,12648,-11084,30.80,70.80,1287,98.00,1,1,SAFE
2025-10-29,20:50:14,-1508,12660,-11124,30.80,70.90,1292,98.00,1,1,SAFE
2025-10-29,20:50:15,-1524,12716,-11224,30.80,70.90,1312,98.00,1,1,SAFE
2025-10-29,20:50:16,-1620,12640,-11288,30.80,70.90,1293,98.00,1,1,SAFE
2025-10-29,20:50:17,-1528,12664,-11276,30.80,70.90,1279,98.00,1,1,SAFE
2025-10-29,20:50:18,-1404,12748,-11196,30.70,71.10,1279,98.00,1,1,SAFE
2025-10-29,20:50:19,-1544,12568,-11336,30.70,71.10,1279,98.00,1,1,SAFE
2025-10-29,20:50:20,-1492,12688,-11288,30.70,71.20,1280,98.00,1,1,SAFE
2025-10-29,20:50:21,-1640,12668,-11300,30.70,71.20,1280,98.00,1,1,SAFE
2025-10-29,20:50:22,-1452,12688,-11184,30.80,71.20,1286,98.00,1,1,SAFE
2025-10-29,20:50:23,-1536,12744,-11272,30.80,71.20,1285,98.00,1,1,SAFE
2025-10-29,20:50:24,-1544,12692,-11200,30.70,71.20,1293,98.00,1,1,SAFE
2025-10-29,20:50:25,-1604,12636,-11196,30.70,71.20,1283,98.00,1,1,SAFE
2025-10-29,20:50:26,-1508,12736,-11132,30.70,71.20,1288,98.00,1,1,SAFE
2025-10-29,20:50:27,-1516,12636,-11196,30.70,71.20,1279,98.00,1,1,SAFE
2025-10-29,20:50:28,-1404,12748,-11284,30.70,71.30,1279,98.00,1,1,SAFE
2025-10-29,20:50:29,-1508,12660,-11164,30.70,71.30,1277,99.00,1,1,SAFE
2025-10-29,20:50:30,-1476,12628,-11128,30.70,71.30,1280,98.00,1,1,SAFE
2025-10-29,20:50:31,-1508,12764,-11232,30.70,71.30,1287,99.00,1,1,SAFE
2025-10-29,20:50:32,-1440,12736,-11212,30.70,71.30,1279,98.00,1,1,SAFE
2025-10-29,20:50:33,-1556,12704,-11240,30.70,71.30,1279,99.00,1,1,SAFE
2025-10-29,20:50:34,-1456,12732,-11180,30.70,71.40,1264,98.00,1,1,SAFE
2025-10-29,20:50:35,-1520,12708,-11212,30.70,71.40,1327,98.00,1,1,SAFE
2025-10-29,20:50:36,-1488,12680,-11100,30.70,71.40,1277,97.00,1,1,SAFE
2025-10-29,20:50:37,-1456,12616,-11244,30.70,71.40,1270,98.00,1,1,SAFE
2025-10-29,20:50:38,-1564,12636,-11172,30.60,71.50,1278,98.00,1,1,SAFE
2025-10-29,20:50:39,-1460,12700,-11160,30.60,71.50,1280,98.00,1,1,SAFE
2025-10-29,20:50:40,-1532,12720,-11332,30.60,71.50,1279,98.00,1,1,SAFE
2025-10-29,20:50:41,-1492,12720,-11340,30.60,71.50,1271,98.00,1,1,SAFE
2025-10-29,20:50:42,-1484,12596,-11300,30.60,71.50,1280,98.00,1,1,SAFE
2025-10-29,20:50:43,-1448,12748,-11152,30.60,71.50,1306,98.00,1,1,SAFE
2025-10-29,20:50:44,-1516,12684,-11228,30.60,71.50,1273,98.00,1,1,SAFE
2025-10-29,20:50:45,-1572,12716,-11252,30.60,71.50,1282,98.00,1,1,SAFE
2025-10-29,20:50:46,-1460,12612,-11232,30.60,71.60,1280,98.00,1,1,SAFE
2025-10-29,20:50:47,-1584,12784,-11168,30.60,71.60,1280,98.00,1,1,SAFE
2025-10-29,20:50:48,-1568,12732,-11184,30.60,71.90,1259,98.00,0,1,UNSAFE
2025-10-29,20:50:49,-1496,12696,-11268,30.60,71.90,1278,98.00,0,1,UNSAFE
2025-10-29,20:50:50,-1496,12752,-11256,30.60,72.10,1277,98.00,0,1,UNSAFE
2025-10-29,20:50:51,-1548,12688,-11344,30.60,72.10,1279,98.00,0,1,UNSAFE
2025-10-29,20:50:52,-1520,12648,-11152,30.50,72.00,1278,97.00,0,1,UNSAFE
2025-10-29,20:50:53,-1480,12704,-11236,30.50,72.00,1287,99.00,0,1,UNSAFE
2025-10-29,20:50:54,-1544,12664,-11256,30.50,72.00,1279,98.00,0,1,UNSAFE
2025-10-29,20:50:55,-1564,12712,-11092,30.50,72.00,1273,99.00,0,1,UNSAFE
2025-10-29,20:50:56,-1544,12720,-11168,30.50,72.00,1271,98.00,0,1,UNSAFE
2025-10-29,20:50:57,-1468,12688,-11112,30.50,72.00,1278,99.00,0,1,UNSAFE
2025-10-29,20:50:58,-1472,12728,-11188,30.60,72.00,1274,98.00,0,1,UNSAFE
2025-10-29,20:50:59,-1528,12668,-11228,30.60,72.00,1275,99.00,0,1,UNSAFE
2025-10-29,20:51:00,-1504,12688,-11176,30.50,71.90,1274,97.00,0,1,UNSAFE
2025-10-29,20:51:01,-1500,12680,-11244,30.50,71.90,1271,98.00,0,1,UNSAFE
2025-10-29,20:51:02,-1444,12608,-11228,30.50,71.90,1271,98.00,0,1,UNSAFE
2025-10-29,20:51:03,-1548,12660,-11112,30.50,71.90,1261,99.00,0,1,UNSAFE
2025-10-29,20:51:04,-1496,12624,-11212,30.40,72.00,1274,97.00,0,1,UNSAFE
2025-10-29,20:51:05,-1420,12772,-11228,30.40,72.00,1269,98.00,0,1,UNSAFE
2025-10-29,20:51:06,-1568,12712,-11208,30.50,72.00,1274,98.00,0,1,UNSAFE
2025-10-29,20:51:07,-1476,12692,-11128,30.50,72.00,1275,98.00,0,1,UNSAFE
2025-10-29,20:51:08,-1516,12696,-11248,30.40,72.00,1253,98.00,0,1,UNSAFE
2025-10-29,20:51:09,-1456,12664,-11340,30.40,72.00,1270,98.00,0,1,UNSAFE
2025-10-29,20:51:10,-1524,12696,-11184,30.40,72.00,1272,98.00,0,1,UNSAFE
2025-10-29,20:51:11,-1520,12664,-11144,30.40,72.00,1277,98.00,0,1,UNSAFE
2025-10-29,20:51:12,-1576,12684,-11232,30.40,72.00,1268,98.00,0,1,UNSAFE
2025-10-29,20:51:13,-1572,12744,-11036,30.40,72.00,1270,98.00,0,1,UNSAFE
2025-10-29,20:51:14,-1528,12680,-11248,30.40,72.10,1267,98.00,0,1,UNSAFE
2025-10-29,20:51:15,-1548,12712,-11048,30.40,72.10,1268,98.00,0,1,UNSAFE
2025-10-29,20:51:16,-1592,12784,-11296,30.40,72.10,1269,99.00,0,1,UNSAFE
2025-10-29,20:51:17,-1532,12688,-11124,30.40,72.10,1269,99.00,0,1,UNSAFE
2025-10-29,20:51:18,-1500,12588,-11100,30.40,72.10,1265,98.00,0,1,UNSAFE
2025-10-29,20:51:19,-1524,12656,-11180,30.40,72.10,1267,99.00,0,1,UNSAFE
2025-10-29,20:51:20,-1364,12628,-11200,30.40,72.10,1264,98.00,0,1,UNSAFE
2025-10-29,20:51:21,-1436,12760,-11144,30.40,72.10,1268,100.00,0,1,UNSAFE
2025-10-29,20:51:22,-1508,12664,-11124,30.40,72.20,1271,98.00,0,1,UNSAFE
2025-10-29,20:51:23,-1552,12692,-11224,30.40,72.20,1265,98.00,0,1,UNSAFE
2025-10-29,20:51:24,-1500,12712,-11080,30.40,72.20,1271,99.00,0,1,UNSAFE
2025-10-29,20:51:25,-1452,12636,-11196,30.40,72.20,1266,99.00,0,1,UNSAFE
2025-10-29,20:51:26,-1440,12768,-11176,30.40,72.20,1264,98.00,1,1,SAFE
2025-10-29,20:51:27,-1432,12744,-11136,30.40,72.20,1264,98.00,1,1,SAFE
2025-10-29,20:51:28,-1548,12792,-11236,30.30,72.20,1287,98.00,1,1,SAFE
2025-10-29,20:51:29,-1524,12720,-11216,30.30,72.20,1267,99.00,1,1,SAFE
2025-10-29,20:51:30,-1592,12628,-11264,30.30,72.20,1266,98.00,1,1,SAFE
2025-10-29,20:51:31,-1484,12768,-11088,30.30,72.20,1262,99.00,1,1,SAFE
2025-10-29,20:51:32,-1456,12672,-11248,30.30,72.40,1266,98.00,1,1,SAFE
2025-10-29,20:51:33,-1528,12684,-11264,30.30,72.40,1254,98.00,1,1,SAFE
2025-10-29,20:51:34,-1536,12780,-11324,30.30,72.60,1215,98.00,1,1,SAFE
2025-10-29,20:51:35,-1436,12700,-11260,30.30,72.60,1203,98.00,1,1,SAFE
2025-10-29,20:51:36,-1464,12688,-11252,30.30,72.90,1214,98.00,1,1,SAFE
2025-10-29,20:51:37,-1608,12644,-11104,30.30,72.90,1213,98.00,1,1,SAFE
2025-10-29,20:51:38,-1444,12852,-11128,30.30,73.10,1200,98.00,1,1,SAFE
2025-10-29,20:51:39,-1532,12624,-11156,30.30,73.10,1189,98.00,1,1,SAFE
2025-10-29,20:51:40,-1480,12752,-11248,30.20,73.30,1178,98.00,1,1,SAFE
2025-10-29,20:51:41,-1536,12748,-11208,30.20,73.30,1177,98.00,1,1,SAFE
2025-10-29,20:51:42,-1556,12676,-11228,30.20,73.40,1174,98.00,1,1,SAFE
2025-10-29,20:51:43,-1536,12716,-11104,30.20,73.40,1173,98.00,1,1,SAFE
2025-10-29,20:51:44,-1620,12604,-11240,30.20,73.50,1173,99.00,1,1,SAFE
2025-10-29,20:51:45,-1492,12612,-11152,30.20,73.50,1169,98.00,1,1,SAFE
2025-10-29,20:51:46,-1468,12676,-11216,30.20,73.60,1151,98.00,1,1,SAFE
2025-10-29,20:51:47,-1416,12748,-11104,30.20,73.60,1156,99.00,1,1,SAFE
2025-10-29,20:51:48,-1520,12672,-11192,30.20,73.70,1149,98.00,1,1,SAFE
2025-10-29,20:51:49,-1436,12768,-11116,30.20,73.70,1143,99.00,1,1,SAFE
2025-10-29,20:51:50,-1496,12688,-11268,30.20,73.70,1137,98.00,1,1,SAFE
2025-10-29,20:51:51,-1516,12772,-11144,30.20,73.70,1142,99.00,1,1,SAFE
2025-10-29,20:51:52,-1412,12584,-11184,30.20,73.80,1162,98.00,1,1,SAFE
2025-10-29,20:51:53,-1540,12656,-11244,30.20,73.80,1137,98.00,1,1,SAFE
2025-10-29,20:51:54,-1520,12680,-11044,30.10,73.80,1145,98.00,1,1,SAFE
2025-10-29,20:51:55,-1500,12692,-10892,30.10,73.80,1163,98.00,1,1,SAFE
2025-10-29,20:51:56,-1528,12716,-11072,30.20,73.90,1143,98.00,1,1,SAFE
2025-10-29,20:51:57,-1536,12668,-11104,30.20,73.90,1146,98.00,1,1,SAFE
2025-10-29,20:51:58,-1588,12608,-11188,30.10,74.00,1140,98.00,1,1,SAFE
