date,time,ax,ay,az,temp,hum,gas,heart,ir,flame,status
2025-10-29,20:51:59,-1440,12732,-11192,30.10,74.00,1133,98.00,1,1,SAFE
2025-10-29,20:52:00,-1448,12744,-11208,30.10,74.00,1143,98.00,1,1,SAFE
2025-10-29,20:52:01,-1524,12792,-11096,30.10,74.00,1134,98.00,1,1,SAFE
2025-10-29,20:52:02,-1420,12784,-11172,30.10,74.10,1166,98.00,1,1,SAFE
2025-10-29,20:52:03,-1556,12632,-11176,30.10,74.10,1136,98.00,1,1,SAFE
2025-10-29,20:52:04,-1512,12684,-11156,30.10,74.10,1135,98.00,1,1,SAFE
2025-10-29,20:52:05,-1492,12700,-11248,30.10,74.10,1148,98.00,1,1,SAFE
2025-10-29,20:52:06,-1380,12660,-11024,30.10,74.20,1143,98.00,1,1,SAFE
2025-10-29,20:52:07,-1484,12684,-11080,30.10,74.20,1124,99.00,1,1,SAFE
2025-10-29,20:52:08,-1556,12664,-11132,30.10,74.20,1146,98.00,1,1,SAFE
2025-10-29,20:52:09,-1536,12684,-11108,30.10,74.20,1145,98.00,1,1,SAFE
2025-10-29,20:52:10,-1456,12680,-11264,30.00,74.20,1152,98.00,1,1,SAFE
2025-10-29,20:52:12,-1524,12564,-11276,30.10,74.30,1152,98.00,1,1,SAFE
2025-10-29,20:52:13,-1484,12664,-11212,30.10,74.30,1151,99.00,1,1,SAFE
2025-10-29,20:52:14,-1488,12724,-11128,30.00,74.30,1149,98.00,1,1,SAFE
2025-10-29,20:52:15,-1428,12764,-10616,30.00,74.30,1150,98.00,1,1,SAFE
2025-10-29,20:52:16,-1576,12636,-11192,30.00,74.30,1145,98.00,1,1,SAFE
2025-10-29,20:52:17,-1468,12628,-11240,30.00,74.30,1162,99.00,1,1,SAFE
2025-10-29,20:52:18,-1528,12736,-11220,30.00,74.40,1137,98.00,1,1,SAFE
2025-10-29,20:52:19,-1536,12652,-11112,30.00,74.40,1133,99.00,1,1,SAFE
2025-10-29,20:52:20,-1500,12712,-11200,29.90,74.40,1121,98.00,1,1,SAFE
2025-10-29,20:52:21,-1492,12812,-11216,29.90,74.40,1119,99.00,1,1,SAFE
2025-10-29,20:52:22,-1444,12656,-11104,29.90,74.50,1132,98.00,1,1,SAFE
2025-10-29,20:52:23,-1540,12716,-11208,29.90,74.50,1132,98.00,1,1,SAFE
2025-10-29,20:52:24,-1440,12604,-11176,30.00,74.50,1136,98.00,1,1,SAFE
2025-10-29,20:52:25,-1524,12660,-11144,30.00,74.50,1135,98.00,1,1,SAFE
2025-10-29,20:52:26,-1492,12676,-11188,29.90,74.60,1130,98.00,1,1,SAFE
2025-10-29,20:52:27,-1384,12768,-11096,29.90,74.60,1131,98.00,0,1,UNSAFE
2025-10-29,20:52:28,-1524,12768,-11248,29.90,74.60,1141,98.00,0,1,UNSAFE
2025-10-29,20:52:29,-1600,12696,-11156,29.90,74.60,1153,99.00,0,1,UNSAFE
2025-10-29,20:52:30,-1552,12716,-11232,29.90,74.60,1137,98.00,0,1,UNSAFE
2025-10-29,20:52:31,-1492,12716,-11184,29.90,74.60,1166,98.00,0,1,UNSAFE
2025-10-29,20:52:32,-1448,12700,-11216,29.90,74.70,1152,96.00,0,1,UNSAFE
2025-10-29,20:52:34,-1492,12664,-11076,29.90,74.80,1159,99.00,0,1,UNSAFE
2025-10-29,20:52:35,-1512,12716,-11156,29.90,74.80,1166,98.00,0,1,UNSAFE
2025-10-29,20:52:36,-1476,12716,-11172,29.90,74.80,1161,99.00,0,1,UNSAFE
2025-10-29,20:52:37,-1436,12744,-11244,29.90,74.80,1167,97.00,0,1,UNSAFE
2025-10-29,20:52:38,-1480,12664,-11276,29.90,74.80,1165,98.00,0,1,UNSAFE
2025-10-29,20:52:39,-1540,12728,-11064,29.90,74.80,1172,99.00,0,1,UNSAFE
2025-10-29,20:52:40,-1472,12672,-11168,29.90,74.80,1186,99.00,0,1,UNSAFE
2025-10-29,20:52:41,-1564,12716,-11144,29.90,74.80,1168,99.00,0,1,UNSAFE
2025-10-29,20:52:43,-1520,12680,-11140,29.90,74.80,1168,98.00,0,1,UNSAFE
2025-10-29,20:52:44,-1484,12696,-11228,29.90,74.80,1159,99.00,0,1,UNSAFE
2025-10-29,20:52:45,-1444,12684,-11104,29.90,74.80,1157,98.00,0,1,UNSAFE
2025-10-29,20:52:46,-1472,12684,-11052,29.90,74.80,1152,99.00,0,1,UNSAFE
2025-10-29,20:52:47,-1428,12788,-11116,29.90,74.90,1154,98.00,0,1,UNSAFE
2025-10-29,20:52:48,-1520,12760,-11116,29.90,74.90,1157,99.00,0,1,UNSAFE
2025-10-29,20:52:49,-1560,12664,-11360,29.90,74.90,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:50,-1396,12644,-11228,29.90,74.90,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:51,-1460,12628,-11172,29.90,74.90,1129,98.00,0,1,UNSAFE
2025-10-29,20:52:52,-1536,12796,-11080,29.90,74.90,1135,98.00,0,1,UNSAFE
2025-10-29,20:52:53,-1580,12656,-11232,29.80,74.90,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:54,-1488,12604,-11288,29.80,74.90,1169,98.00,0,1,UNSAFE
2025-10-29,20:52:55,-1536,12712,-11288,29.90,75.00,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:56,-1528,12736,-11224,29.90,75.00,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:57,-1424,12664,-11272,29.90,75.00,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:58,-1496,12600,-11112,29.90,75.00,1136,98.00,0,1,UNSAFE
2025-10-29,20:52:59,-1544,12704,-11160,29.80,75.00,1121,98.00,0,1,UNSAFE
2025-10-29,20:53:00,-1544,12632,-11228,29.80,75.00,1146,98.00,0,1,UNSAFE
2025-10-29,20:53:01,-1504,12708,-11020,29.80,75.00,1143,98.00,0,1,UNSAFE
2025-10-29,20:53:02,-1456,12748,-11264,29.80,75.00,1153,98.00,0,1,UNSAFE
2025-10-29,20:53:03,-1524,12716,-11128,29.80,75.00,1150,98.00,0,1,UNSAFE
2025-10-29,20:53:04,-1524,12728,-11188,29.80,75.00,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:05,-1528,12664,-11168,29.80,75.00,1141,98.00,0,1,UNSAFE
2025-10-29,20:53:06,-1484,12712,-11132,29.80,75.00,1152,98.00,0,1,UNSAFE
2025-10-29,20:53:07,-1560,12664,-11168,29.80,75.10,1145,98.00,0,1,UNSAFE
2025-10-29,20:53:08,-1484,12764,-11124,29.80,75.10,1147,98.00,0,1,UNSAFE
2025-10-29,20:53:09,-1504,12680,-11224,29.80,75.10,1143,98.00,0,1,UNSAFE
2025-10-29,20:53:10,-1572,12612,-11068,29.80,75.10,1147,99.00,0,1,UNSAFE
2025-10-29,20:53:11,-1532,12688,-11124,29.80,75.10,1121,98.00,0,1,UNSAFE
2025-10-29,20:53:12,-1476,12776,-11236,29.80,75.10,1115,99.00,0,1,UNSAFE
2025-10-29,20:53:13,-1360,12592,-11168,29.80,75.10,1122,98.00,0,1,UNSAFE
2025-10-29,20:53:14,-1540,12616,-11120,29.80,75.10,1119,98.00,0,1,UNSAFE
2025-10-29,20:53:15,-1548,12716,-11188,29.80,75.20,1117,98.00,0,1,UNSAFE
2025-10-29,20:53:16,-1420,12752,-11216,29.80,75.20,1115,99.00,0,1,UNSAFE
2025-10-29,20:53:17,-1548,12656,-11076,29.80,75.20,1119,98.00,0,1,UNSAFE
2025-10-29,20:53:18,-1420,12752,-11088,29.80,75.20,1129,98.00,0,1,UNSAFE
2025-10-29,20:53:19,-1472,12744,-11100,29.80,75.20,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:20,-1520,12652,-11116,29.80,75.20,1146,98.00,0,1,UNSAFE
2025-10-29,20:53:21,-1488,12668,-11180,29.80,75.20,1151,98.00,0,1,UNSAFE
2025-10-29,20:53:22,-1452,12752,-11216,29.80,75.20,1146,98.00,0,1,UNSAFE
2025-10-29,20:53:23,-1528,12620,-11200,29.80,75.20,1152,98.00,0,1,UNSAFE
2025-10-29,20:53:25,-1556,12664,-11100,29.80,75.20,1161,98.00,0,1,UNSAFE
2025-10-29,20:53:26,-1536,12704,-11192,29.80,75.20,1159,98.00,0,1,UNSAFE
2025-10-29,20:53:27,-1472,12652,-11240,29.80,75.20,1165,98.00,0,1,UNSAFE
2025-10-29,20:53:28,-1508,12780,-11208,29.80,75.20,1166,98.00,0,1,UNSAFE
2025-10-29,20:53:29,-1404,12692,-11248,29.80,75.20,1146,98.00,0,1,UNSAFE
2025-10-29,20:53:30,-1540,12672,-11264,29.80,75.20,1145,99.00,0,1,UNSAFE
2025-10-29,20:53:31,-1508,12696,-11212,29.80,75.20,1149,98.00,0,1,UNSAFE
2025-10-29,20:53:32,-1460,12772,-11116,29.80,75.20,1136,99.00,0,1,UNSAFE
2025-10-29,20:53:33,-1440,12680,-11176,29.70,75.30,1152,98.00,0,1,UNSAFE
2025-10-29,20:53:34,-1520,12716,-11072,29.70,75.30,1144,98.00,0,1,UNSAFE
2025-10-29,20:53:35,-1544,12644,-11128,29.80,75.30,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:36,-1444,12664,-11260,29.80,75.30,1147,99.00,0,1,UNSAFE
2025-10-29,20:53:37,-1600,12684,-11144,29.70,75.30,1143,98.00,0,1,UNSAFE
2025-10-29,20:53:38,-1520,12708,-11132,29.70,75.30,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:39,-1576,12748,-11068,29.80,75.30,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:40,-1592,12704,-11204,29.80,75.30,1134,99.00,0,1,UNSAFE
2025-10-29,20:53:41,-1520,12612,-11264,29.80,75.40,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:42,-1420,12696,-11216,29.80,75.40,1135,98.00,0,1,UNSAFE
2025-10-29,20:53:43,-1452,12740,-11088,29.70,75.40,1141,98.00,0,1,UNSAFE
2025-10-29,20:53:44,-1424,12744,-11092,29.70,75.40,1154,98.00,0,1,UNSAFE
2025-10-29,20:53:45,-1444,12708,-11108,29.70,75.40,1127,98.00,0,1,UNSAFE
2025-10-29,20:53:46,-1552,12728,-11152,29.70,75.40,1136,98.00,0,1,UNSAFE
2025-10-29,20:53:47,-1612,12572,-11240,29.70,75.40,1130,98.00,0,1,UNSAFE
2025-10-29,20:53:48,-1452,12712,-11124,29.70,75.40,1159,98.00,0,1,UNSAFE
2025-10-29,20:53:49,-1548,12640,-11132,29.80,75.40,1152,98.00,0,1,UNSAFE
2025-10-29,20:53:50,-1572,12720,-11140,29.80,75.40,1137,98.00,0,1,UNSAFE
2025-10-29,20:53:51,-1500,12652,-11128,29.70,75.40,1161,98.00,0,1,UNSAFE
2025-10-29,20:53:52,-1492,12880,-11208,29.70,75.40,1158,98.00,0,1,UNSAFE
2025-10-29,20:53:53,-1404,12696,-11172,29.80,75.50,1171,99.00,0,1,UNSAFE
2025-10-29,20:53:54,-1448,12756,-11136,29.80,75.50,1162,98.00,0,1,UNSAFE
2025-10-29,20:53:55,-1508,12772,-11092,29.70,75.50,1168,99.00,0,1,UNSAFE
2025-10-29,20:53:56,-1468,12636,-11340,29.70,75.50,1187,98.00,0,1,UNSAFE
2025-10-29,20:53:57,-1488,12656,-11248,29.70,75.40,1171,99.00,0,1,UNSAFE
2025-10-29,20:53:58,-1560,12780,-11324,29.70,75.40,1183,99.00,0,1,UNSAFE
2025-10-29,20:53:59,-1464,12752,-11032,29.70,75.40,1168,98.00,0,1,UNSAFE
2025-10-29,20:54:00,-1512,12548,-11144,29.70,75.40,1168,99.00,0,1,UNSAFE
2025-10-29,20:54:01,-1496,12752,-11064,29.70,75.50,1152,98.00,0,1,UNSAFE
2025-10-29,20:54:02,-1500,12684,-11120,29.70,75.50,1155,99.00,0,1,UNSAFE
2025-10-29,20:54:03,-1508,12584,-11168,29.70,75.40,1153,98.00,0,1,UNSAFE
2025-10-29,20:54:04,-1556,12732,-11208,29.70,75.40,1145,99.00,0,1,UNSAFE
2025-10-29,20:54:05,-1520,12716,-11168,29.80,75.40,1147,98.00,0,1,UNSAFE
2025-10-29,20:54:06,-1516,12648,-11128,29.80,75.40,1133,98.00,0,1,UNSAFE
2025-10-29,20:54:07,-1492,12724,-11120,29.70,75.50,1149,98.00,0,1,UNSAFE
2025-10-29,20:54:08,-1528,12708,-11264,29.70,75.50,1152,98.00,0,1,UNSAFE
2025-10-29,20:54:09,-1548,12712,-11096,29.70,75.50,1145,98.00,0,1,UNSAFE
2025-10-29,20:54:10,-1568,12692,-11132,29.70,75.50,1154,98.00,0,1,UNSAFE
2025-10-29,20:54:11,-1584,12728,-11188,29.70,75.50,1149,98.00,0,1,UNSAFE
2025-10-29,20:54:12,-1556,12820,-11140,29.70,75.50,1159,98.00,0,1,UNSAFE
2025-10-29,20:54:14,-1488,12756,-11124,29.70,75.50,1142,98.00,0,1,UNSAFE
2025-10-29,20:54:15,-1520,12760,-11112,29.70,75.50,1151,98.00,0,1,UNSAFE
2025-10-29,20:54:16,-1528,12724,-11204,29.70,75.50,1136,98.00,0,1,UNSAFE
2025-10-29,20:54:17,-1568,12656,-11260,29.70,75.50,1131,98.00,0,1,UNSAFE
2025-10-29,20:54:18,-1508,12848,-11112,29.70,75.50,1134,98.00,0,1,UNSAFE
2025-10-29,20:54:19,-1588,12776,-11272,29.70,75.50,1134,98.00,0,1,UNSAFE
2025-10-29,20:54:20,-1364,12636,-11132,29.70,75.50,1135,98.00,0,1,UNSAFE
2025-10-29,20:54:21,-1540,12684,-11064,29.70,75.50,1130,98.00,0,1,UNSAFE
2025-10-29,20:54:22,-1416,12772,-11128,29.70,75.50,1127,98.00,0,1,UNSAFE
2025-10-29,20:54:23,-1448,12672,-11192,29.70,75.50,1131,98.00,0,1,UNSAFE
2025-10-29,20:54:24,-1496,12664,-11216,29.70,75.50,1134,99.00,0,1,UNSAFE
2025-10-29,20:54:25,-1524,12736,-11036,29.70,75.50,1136,98.00,0,1,UNSAFE
2025-10-29,20:54:26,-1484,12664,-11060,29.70,75.50,1158,99.00,0,1,UNSAFE
2025-10-29,20:54:27,-1480,12752,-11256,29.70,75.50,1136,98.00,0,1,UNSAFE
2025-10-29,20:54:28,-1488,12716,-11132,29.70,75.50,1136,99.00,0,1,UNSAFE
2025-10-29,20:54:29,-1468,12704,-11108,29.70,75.50,1144,98.00,0,1,UNSAFE
2025-10-29,20:54:30,-1468,12728,-11144,29.70,75.50,1151,98.00,0,1,UNSAFE
2025-10-29,20:54:31,-1484,12652,-11228,29.70,75.50,1159,98.00,0,1,UNSAFE
2025-10-29,20:54:32,-1544,12708,-11152,29.70,75.50,1156,98.00,0,1,UNSAFE
2025-10-29,20:54:33,-1508,12800,-11264,29.70,75.60,1153,98.00,0,1,UNSAFE
2025-10-29,20:54:34,-1524,12676,-11052,29.70,75.60,1150,98.00,0,1,UNSAFE
2025-10-29,20:54:35,-1480,12624,-11224,29.70,75.60,1179,98.00,0,1,UNSAFE
2025-10-29,20:54:36,-1528,12644,-11192,29.70,75.60,1161,98.00,0,1,UNSAFE
2025-10-29,20:54:37,-1400,12716,-11132,29.70,75.60,1152,98.00,0,1,UNSAFE
2025-10-29,20:54:38,-1556,12740,-11176,29.70,75.60,1141,98.00,0,1,UNSAFE
2025-10-29,20:54:39,-1448,12596,-11224,29.70,75.60,1142,98.00,0,1,UNSAFE
2025-10-29,20:54:40,-1480,12764,-11136,29.70,75.60,1136,98.00,0,1,UNSAFE
2025-10-29,20:54:41,-1424,12668,-11152,29.70,75.60,1136,98.00,0,1,UNSAFE
2025-10-29,20:54:42,-1596,12616,-11136,29.70,75.60,1133,98.00,0,1,UNSAFE
2025-10-29,20:54:43,-1516,12620,-11136,29.70,75.60,1106,98.00,0,1,UNSAFE
2025-10-29,20:54:44,-1516,12760,-11084,29.70,75.60,1129,99.00,0,1,UNSAFE
2025-10-29,20:54:45,-1476,12748,-11200,29.70,75.60,1127,98.00,0,1,UNSAFE
2025-10-29,20:54:46,-1500,12760,-11016,29.70,75.60,1122,99.00,0,1,UNSAFE
2025-10-29,20:54:47,-1540,12768,-11076,29.70,75.60,1104,98.00,0,1,UNSAFE
2025-10-29,20:54:48,-1548,12640,-11124,29.70,75.60,1101,99.00,0,1,UNSAFE
2025-10-29,20:54:49,-1456,12676,-11184,29.70,75.60,1109,98.00,0,1,UNSAFE
2025-10-29,20:54:50,-1520,12732,-11164,29.70,75.60,1105,99.00,0,1,UNSAFE
2025-10-29,20:54:51,-1528,12712,-11164,29.70,75.70,1105,98.00,0,1,UNSAFE
2025-10-29,20:54:52,-1580,12676,-11204,29.70,75.70,1121,99.00,0,1,UNSAFE
2025-10-29,20:54:53,-1528,12656,-11136,29.60,75.70,1110,98.00,0,1,UNSAFE
2025-10-29,20:54:54,-1596,12720,-11088,29.60,75.70,1105,99.00,0,1,UNSAFE
2025-10-29,20:54:55,-1396,12860,-11236,29.60,75.70,1097,98.00,0,1,UNSAFE
2025-10-29,20:54:56,-1528,12704,-11024,29.60,75.70,1101,99.00,0,1,UNSAFE
2025-10-29,20:54:57,-1552,12684,-11256,29.70,75.70,1082,98.00,0,1,UNSAFE
2025-10-29,20:54:58,-1504,12680,-11084,29.70,75.70,1097,98.00,0,1,UNSAFE
2025-10-29,20:54:59,-1504,12784,-11108,29.70,75.70,1100,98.00,0,1,UNSAFE
2025-10-29,20:55:00,-1492,12776,-11148,29.70,75.70,1104,98.00,0,1,UNSAFE
2025-10-29,20:55:01,-1492,12712,-11204,29.70,75.70,1081,98.00,0,1,UNSAFE
2025-10-29,20:55:02,-1512,12712,-11044,29.70,75.70,1114,98.00,0,1,UNSAFE
2025-10-29,20:55:03,-1572,12712,-11288,29.70,75.80,1113,98.00,0,1,UNSAFE
2025-10-29,20:55:04,-1508,12532,-11208,29.70,75.80,1123,98.00,0,1,UNSAFE
2025-10-29,20:55:05,-1508,12756,-11208,29.60,75.80,1110,98.00,0,1,UNSAFE
2025-10-29,20:55:06,-1532,12712,-11148,29.60,75.80,1113,98.00,0,1,UNSAFE
2025-10-29,20:55:07,-1512,12612,-11108,29.60,75.80,1131,98.00,0,1,UNSAFE
2025-10-29,20:55:08,-1572,12756,-11256,29.60,75.80,1104,98.00,0,1,UNSAFE
2025-10-29,20:55:09,-1548,12592,-10948,29.60,75.80,1105,99.00,0,1,UNSAFE
2025-10-29,20:55:10,-1456,12780,-11220,29.60,75.80,1106,98.00,0,1,UNSAFE
2025-10-29,20:55:11,-1480,12576,-11212,29.60,75.80,1105,99.00,0,1,UNSAFE
2025-10-29,20:55:12,-1508,12664,-11296,29.60,75.80,1134,98.00,1,1,SAFE
2025-10-29,20:55:13,-1540,12648,-11156,29.60,75.80,1115,98.00,1,1,SAFE
2025-10-29,20:55:14,-1532,12616,-11224,29.60,75.80,1122,99.00,1,1,SAFE
2025-10-29,20:55:15,-1460,12708,-11284,29.60,75.90,1116,98.00,1,1,SAFE
2025-10-29,20:55:16,-1492,12628,-11020,29.60,75.90,1106,99.00,1,1,SAFE
2025-10-29,20:55:17,-1564,12716,-11224,29.60,75.80,1123,98.00,1,1,SAFE
2025-10-29,20:55:18,-1468,12660,-11216,29.60,75.80,1118,98.00,1,1,SAFE
2025-10-29,20:55:19,-1504,12652,-11068,29.60,75.80,1111,98.00,1,1,SAFE
2025-10-29,20:55:20,-1496,12704,-11240,29.60,75.80,1118,99.00,1,1,SAFE
2025-10-29,20:55:21,-1556,12584,-11200,29.60,75.90,1104,98.00,1,1,SAFE
2025-10-29,20:55:22,-1568,12668,-11156,29.60,75.90,1154,99.00,1,1,SAFE
2025-10-29,20:55:23,-1564,12704,-11156,29.60,75.90,1134,98.00,1,1,SAFE
2025-10-29,20:55:24,-1496,12760,-11156,29.60,75.90,1133,98.00,1,1,SAFE
2025-10-29,20:55:25,-1388,12764,-11120,29.60,75.90,1120,98.00,1,1,SAFE
2025-10-29,20:55:26,-1552,12700,-11200,29.60,75.90,1136,98.00,1,1,SAFE
2025-10-29,20:55:27,-1452,12692,-11212,29.60,75.90,1118,98.00,1,1,SAFE
2025-10-29,20:55:28,-1384,12776,-11156,29.60,75.90,1101,98.00,1,1,SAFE
2025-10-29,20:55:29,-1484,12616,-11072,29.60,75.90,1099,98.00,1,1,SAFE
2025-10-29,20:55:30,-1512,12676,-11136,29.60,75.90,1115,98.00,1,1,SAFE
2025-10-29,20:55:31,-1480,12780,-11136,29.60,75.90,1110,98.00,1,1,SAFE
2025-10-29,20:55:32,-1476,12684,-11104,29.60,75.90,1102,98.00,1,1,SAFE
2025-10-29,20:55:33,-1500,12696,-11212,29.60,75.90,1104,98.00,1,1,SAFE
2025-10-29,20:55:34,-1488,12696,-11188,29.60,75.90,1109,99.00,1,1,SAFE
2025-10-29,20:55:35,-1560,12668,-11428,29.60,75.90,1125,98.00,1,1,SAFE
2025-10-29,20:55:36,-1440,12656,-11084,29.60,75.90,1106,99.00,1,1,SAFE
2025-10-29,20:55:37,-1500,12704,-11116,29.60,75.90,1129,98.00,1,1,SAFE
2025-10-29,20:55:38,-1448,12700,-11096,29.60,75.90,1141,99.00,1,1,SAFE
2025-10-29,20:55:39,-1540,12696,-11236,29.60,75.90,1139,98.00,1,1,SAFE
2025-10-29,20:55:40,-1516,12768,-11056,29.60,75.90,1135,99.00,1,1,SAFE
2025-10-29,20:55:41,-1476,12664,-11188,29.60,75.90,1139,98.00,1,1,SAFE
2025-10-29,20:55:42,-1500,12664,-11184,29.60,75.90,1138,99.00,1,1,SAFE
2025-10-29,20:55:43,-1552,12812,-11176,29.60,75.90,1141,98.00,1,1,SAFE
2025-10-29,20:55:44,-1412,12720,-11176,29.60,75.90,1152,99.00,1,1,SAFE
2025-10-29,20:55:45,-1520,12732,-11160,29.60,75.90,1153,98.00,1,1,SAFE
2025-10-29,20:55:46,-1504,12700,-11180,29.60,75.90,1151,99.00,1,1,SAFE
2025-10-29,20:55:47,-1620,12672,-11204,29.60,75.90,1162,98.00,1,1,SAFE
2025-10-29,20:55:48,-1464,12716,-11192,29.60,75.90,1120,98.00,1,1,SAFE
2025-10-29,20:55:49,-1436,12540,-11276,29.60,76.00,1142,98.00,1,1,SAFE
2025-10-29,20:55:50,-1460,12688,-11220,29.60,76.00,1135,98.00,1,1,SAFE
2025-10-29,20:55:51,-1496,12716,-11100,29.60,75.90,1136,98.00,1,1,SAFE
2025-10-29,20:55:52,-1432,12748,-11212,29.60,75.90,1136,98.00,1,1,SAFE
2025-10-29,20:55:53,-1428,12744,-11152,29.60,75.90,1152,98.00,1,1,SAFE
2025-10-29,20:55:54,-1532,12740,-11252,29.60,75.90,1151,98.00,1,1,SAFE
2025-10-29,20:55:55,-1428,12684,-11156,29.60,75.90,1137,98.00,1,1,SAFE
2025-10-29,20:55:56,-1420,12728,-11176,29.60,75.90,1148,98.00,1,1,SAFE
2025-10-29,20:55:57,-1488,12672,-11044,29.60,75.90,1151,98.00,1,1,SAFE
2025-10-29,20:55:58,-1500,12604,-11108,29.60,75.90,1149,98.00,1,1,SAFE
2025-10-29,20:55:59,-1672,12616,-11220,29.60,75.90,1143,99.00,1,1,SAFE
2025-10-29,20:56:00,-1560,12692,-11248,29.60,75.90,1159,98.00,1,1,SAFE
2025-10-29,20:56:01,-1404,12732,-11268,29.60,75.90,1162,99.00,1,1,SAFE
2025-10-29,20:56:02,-1536,12704,-11128,29.60,75.90,1168,99.00,1,1,SAFE
2025-10-29,20:56:03,-1540,12744,-11144,29.60,75.90,1168,98.00,1,1,SAFE
2025-10-29,20:56:04,-1600,12596,-11196,29.60,75.90,1136,99.00,1,1,SAFE
2025-10-29,20:56:05,-1528,12748,-11288,29.60,75.90,1155,99.00,1,1,SAFE
2025-10-29,20:56:06,-1444,12712,-11204,29.60,75.90,1146,99.00,1,1,SAFE
2025-10-29,20:56:07,-1500,12700,-11156,29.60,75.90,1163,98.00,1,1,SAFE
2025-10-29,20:56:08,-1572,12544,-11228,29.60,75.90,1135,99.00,1,1,SAFE
2025-10-29,20:56:09,-1480,12684,-11168,29.60,75.90,1141,98.00,1,1,SAFE
2025-10-29,20:56:10,-1460,12712,-11152,29.60,75.90,1145,99.00,1,1,SAFE
2025-10-29,20:56:11,-1564,12840,-11152,29.60,75.90,1149,98.00,1,1,SAFE
2025-10-29,20:56:12,-1468,12700,-11152,29.60,75.90,1120,98.00,1,1,SAFE
2025-10-29,20:56:13,-1592,12712,-11272,29.60,75.90,1127,98.00,1,1,SAFE
2025-10-29,20:56:14,-1440,12772,-11132,29.60,75.90,1137,98.00,1,1,SAFE
2025-10-29,20:56:15,-1512,12696,-11080,29.60,75.90,1137,98.00,1,1,SAFE
2025-10-29,20:56:16,-1532,12648,-11264,29.60,75.90,1149,98.00,1,1,SAFE
2025-10-29,20:56:17,-1476,12644,-11164,29.60,75.90,1140,98.00,1,1,SAFE
2025-10-29,20:56:18,-1520,12712,-11196,29.60,75.90,1130,98.00,1,1,SAFE
2025-10-29,20:56:19,-1460,12696,-11084,29.60,75.90,1142,98.00,1,1,SAFE
2025-10-29,20:56:20,-1492,12664,-11260,29.60,75.90,1152,98.00,1,1,SAFE
2025-10-29,20:56:21,-1484,12648,-11192,29.60,75.90,1133,98.00,1,1,SAFE
2025-10-29,20:56:22,-1416,12752,-11052,29.60,75.90,1136,98.00,1,1,SAFE
2025-10-29,20:56:23,-1556,12660,-11084,29.60,76.00,1136,99.00,1,1,SAFE
2025-10-29,20:56:24,-1624,12724,-11192,29.60,76.00,1137,98.00,1,1,SAFE
2025-10-29,20:56:26,-1440,12684,-11180,29.60,76.00,1142,99.00,1,1,SAFE
2025-10-29,20:56:27,-1556,12776,-11076,29.60,76.00,1139,98.00,1,1,SAFE
2025-10-29,20:56:28,-1460,12724,-11200,29.60,76.00,1131,99.00,1,1,SAFE
2025-10-29,20:56:29,-1528,12600,-11184,29.60,76.00,1136,99.00,1,1,SAFE
2025-10-29,20:56:30,-1476,12736,-11084,29.60,76.00,1135,99.00,1,1,SAFE
2025-10-29,20:56:31,-1544,12744,-11116,29.60,76.00,1143,99.00,1,1,SAFE
2025-10-29,20:56:32,-1376,12772,-11108,29.60,76.00,1136,99.00,1,1,SAFE
2025-10-29,20:56:33,-1484,12660,-11132,29.60,76.00,1222,98.00,1,1,SAFE
2025-10-29,20:56:34,-1420,12644,-11152,29.60,76.00,1115,98.00,1,1,SAFE
2025-10-29,20:56:35,-1508,12676,-11136,29.60,76.00,1131,99.00,1,1,SAFE
2025-10-29,20:56:36,-1444,12684,-11144,29.60,76.00,1136,98.00,1,1,SAFE
2025-10-29,20:56:37,-1444,12684,-11160,29.60,76.00,1136,99.00,1,1,SAFE
2025-10-29,20:56:38,-1556,12600,-11200,29.60,76.00,1136,98.00,1,1,SAFE
2025-10-29,20:56:39,-1484,12624,-11156,29.60,76.00,1124,99.00,1,1,SAFE
2025-10-29,20:56:40,-1448,12636,-11176,29.60,76.00,1123,98.00,1,1,SAFE
2025-10-29,20:56:41,-1552,12696,-11204,29.60,76.00,1134,99.00,1,1,SAFE
2025-10-29,20:56:42,-1516,12660,-11112,29.60,76.00,1140,98.00,1,1,SAFE
2025-10-29,20:56:43,-1472,12624,-11128,29.60,76.00,1138,98.00,1,1,SAFE
2025-10-29,20:56:44,-1460,12736,-10908,29.60,76.00,1139,98.00,1,1,SAFE
2025-10-29,20:56:45,-1392,12684,-11188,29.60,76.00,1138,98.00,1,1,SAFE
2025-10-29,20:56:46,-1388,12784,-11096,29.60,76.00,1152,98.00,1,1,SAFE
2025-10-29,20:56:47,-1516,12744,-11240,29.60,76.00,1149,98.00,1,1,SAFE
2025-10-29,20:56:48,-1536,12576,-11276,29.60,76.00,1152,98.00,1,1,SAFE
